QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
1065,Index Pairs of a String,index-pairs-of-a-string,Easy,67.83532286869067,True,"array,string,trie,sorting",algorithms
1066,Campus Bikes II,campus-bikes-ii,Medium,55.22626855550493,True,"array,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
1067,Digit Count in Range,digit-count-in-range,Hard,46.42857142857143,True,"math,dynamic-programming",algorithms
1068,Product Sales Analysis I,product-sales-analysis-i,Easy,85.23013507695747,False,database,database
1069,Product Sales Analysis II,product-sales-analysis-ii,Easy,82.13249763136797,True,database,database
1070,Product Sales Analysis III,product-sales-analysis-iii,Medium,44.25359747299458,False,database,database
1071,Greatest Common Divisor of Strings,greatest-common-divisor-of-strings,Easy,52.16037691880738,False,"math,string",algorithms
1072,Flip Columns For Maximum Number of Equal Rows,flip-columns-for-maximum-number-of-equal-rows,Medium,78.33646166869089,False,"array,hash-table,matrix",algorithms
1073,Adding Two Negabinary Numbers,adding-two-negabinary-numbers,Medium,36.92639598841616,False,"array,math",algorithms
1074,Number of Submatrices That Sum to Target,number-of-submatrices-that-sum-to-target,Hard,74.3913092487178,False,"array,hash-table,matrix,prefix-sum",algorithms
1075,Project Employees I,project-employees-i,Easy,64.11517655176661,False,database,database
1076,Project Employees II,project-employees-ii,Easy,50.126397019691325,True,database,database
1077,Project Employees III,project-employees-iii,Medium,76.75225968035907,True,database,database
1078,Occurrences After Bigram,occurrences-after-bigram,Easy,63.535257735301506,False,string,algorithms
1079,Letter Tile Possibilities,letter-tile-possibilities,Medium,76.386910204342,False,"hash-table,string,backtracking,counting",algorithms
1080,Insufficient Nodes in Root to Leaf Paths,insufficient-nodes-in-root-to-leaf-paths,Medium,56.3428555633871,False,"tree,depth-first-search,binary-tree",algorithms
1081,Smallest Subsequence of Distinct Characters,smallest-subsequence-of-distinct-characters,Medium,61.43336938578015,False,"string,stack,greedy,monotonic-stack",algorithms
1082,Sales Analysis I,sales-analysis-i,Easy,74.60083220437392,True,database,database
1083,Sales Analysis II,sales-analysis-ii,Easy,49.82483075139033,True,database,database
1084,Sales Analysis III,sales-analysis-iii,Easy,46.80299760228658,False,database,database
1085,Sum of Digits in the Minimum Number,sum-of-digits-in-the-minimum-number,Easy,76.5900241053217,True,"array,math",algorithms
1086,High Five,high-five,Easy,74.48700410396717,True,"array,hash-table,sorting,heap-priority-queue",algorithms
1087,Brace Expansion,brace-expansion,Medium,66.5172676946931,True,"string,backtracking,breadth-first-search",algorithms
1088,Confusing Number II,confusing-number-ii,Hard,47.1059051981677,True,"math,backtracking",algorithms
1089,Duplicate Zeros,duplicate-zeros,Easy,52.310169431183006,False,"array,two-pointers",algorithms
1090,Largest Values From Labels,largest-values-from-labels,Medium,62.56462041628359,False,"array,hash-table,greedy,sorting,counting",algorithms
1091,Shortest Path in Binary Matrix,shortest-path-in-binary-matrix,Medium,48.503742678532404,False,"array,breadth-first-search,matrix",algorithms
1092,Shortest Common Supersequence ,shortest-common-supersequence,Hard,59.62249158862261,False,"string,dynamic-programming",algorithms
1093,Statistics from a Large Sample,statistics-from-a-large-sample,Medium,42.092697460586805,False,"array,math,probability-and-statistics",algorithms
1094,Car Pooling,car-pooling,Medium,55.92488302669744,False,"array,sorting,heap-priority-queue,simulation,prefix-sum",algorithms
1095,Find in Mountain Array,find-in-mountain-array,Hard,40.19671465692441,False,"array,binary-search,interactive",algorithms
1096,Brace Expansion II,brace-expansion-ii,Hard,63.45711066477245,False,"string,backtracking,stack,breadth-first-search",algorithms
1097,Game Play Analysis V,game-play-analysis-v,Hard,50.751269035533,True,database,database
1098,Unpopular Books,unpopular-books,Medium,43.27840327533265,True,database,database
1099,Two Sum Less Than K,two-sum-less-than-k,Easy,61.91382089858839,True,"array,two-pointers,binary-search,sorting",algorithms
1100,Find K-Length Substrings With No Repeated Characters,find-k-length-substrings-with-no-repeated-characters,Medium,74.8897934365869,True,"hash-table,string,sliding-window",algorithms
1101,The Earliest Moment When Everyone Become Friends,the-earliest-moment-when-everyone-become-friends,Medium,65.44059047829232,True,"array,union-find,sorting",algorithms
1102,Path With Maximum Minimum Value,path-with-maximum-minimum-value,Medium,53.820656404590316,True,"array,binary-search,depth-first-search,breadth-first-search,union-find,heap-priority-queue,matrix",algorithms
1103,Distribute Candies to People,distribute-candies-to-people,Easy,65.77719184456163,False,"math,simulation",algorithms
1104,Path In Zigzag Labelled Binary Tree,path-in-zigzag-labelled-binary-tree,Medium,75.38463963679929,False,"math,tree,binary-tree",algorithms
1105,Filling Bookcase Shelves,filling-bookcase-shelves,Medium,68.74931497057352,False,"array,dynamic-programming",algorithms
1106,Parsing A Boolean Expression,parsing-a-boolean-expression,Hard,70.54359574851378,False,"string,stack,recursion",algorithms
1107,New Users Daily Count,new-users-daily-count,Medium,44.698554416800086,True,database,database
1108,Defanging an IP Address,defanging-an-ip-address,Easy,89.4128551503679,False,string,algorithms
1109,Corporate Flight Bookings,corporate-flight-bookings,Medium,62.98026636915138,False,"array,prefix-sum",algorithms
1110,Delete Nodes And Return Forest,delete-nodes-and-return-forest,Medium,72.44142628533913,False,"array,hash-table,tree,depth-first-search,binary-tree",algorithms
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,maximum-nesting-depth-of-two-valid-parentheses-strings,Medium,72.05648720211826,False,"string,stack",algorithms
1112,Highest Grade For Each Student,highest-grade-for-each-student,Medium,70.83061314040476,True,database,database
1113,Reported Posts,reported-posts,Easy,65.01254197247403,True,database,database
1114,Print in Order,print-in-order,Easy,70.27663593834878,False,concurrency,concurrency
1115,Print FooBar Alternately,print-foobar-alternately,Medium,67.60542038271711,False,concurrency,concurrency
1116,Print Zero Even Odd,print-zero-even-odd,Medium,62.03061324826011,False,concurrency,concurrency
1117,Building H2O,building-h2o,Medium,57.10505297395086,False,concurrency,concurrency
1118,Number of Days in a Month,number-of-days-in-a-month,Easy,58.65062142434405,True,math,algorithms
1119,Remove Vowels from a String,remove-vowels-from-a-string,Easy,91.18923119263084,True,string,algorithms
1120,Maximum Average Subtree,maximum-average-subtree,Medium,66.6972520455943,True,"tree,depth-first-search,binary-tree",algorithms
1121,Divide Array Into Increasing Sequences,divide-array-into-increasing-sequences,Hard,60.9791565681047,True,"array,counting",algorithms
1122,Relative Sort Array,relative-sort-array,Easy,74.859535865069,False,"array,hash-table,sorting,counting-sort",algorithms
1123,Lowest Common Ancestor of Deepest Leaves,lowest-common-ancestor-of-deepest-leaves,Medium,72.81849120129831,False,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1124,Longest Well-Performing Interval,longest-well-performing-interval,Medium,35.47627797034374,False,"array,hash-table,stack,monotonic-stack,prefix-sum",algorithms
1125,Smallest Sufficient Team,smallest-sufficient-team,Hard,55.479902804495296,False,"array,dynamic-programming,bit-manipulation,bitmask",algorithms
1126,Active Businesses,active-businesses,Medium,65.78178885304261,True,database,database
1127,User Purchase Platform,user-purchase-platform,Hard,46.912642125408084,True,database,database
1128,Number of Equivalent Domino Pairs,number-of-equivalent-domino-pairs,Easy,48.77698599823496,False,"array,hash-table,counting",algorithms
1129,Shortest Path with Alternating Colors,shortest-path-with-alternating-colors,Medium,47.05007194027827,False,"breadth-first-search,graph",algorithms
1130,Minimum Cost Tree From Leaf Values,minimum-cost-tree-from-leaf-values,Medium,67.6924937463799,False,"array,dynamic-programming,stack,greedy,monotonic-stack",algorithms
1131,Maximum of Absolute Value Expression,maximum-of-absolute-value-expression,Medium,48.42406876790831,False,"array,math",algorithms
1132,Reported Posts II,reported-posts-ii,Medium,32.30719140450124,True,database,database
1133,Largest Unique Number,largest-unique-number,Easy,70.551015725657,True,"array,hash-table,sorting",algorithms
1134,Armstrong Number,armstrong-number,Easy,77.8241412675375,True,math,algorithms
1135,Connecting Cities With Minimum Cost,connecting-cities-with-minimum-cost,Medium,62.27276712066754,True,"union-find,graph,heap-priority-queue,minimum-spanning-tree",algorithms
1136,Parallel Courses,parallel-courses,Medium,61.56658519855355,True,"graph,topological-sort",algorithms
1137,N-th Tribonacci Number,n-th-tribonacci-number,Easy,63.724684470956575,False,"math,dynamic-programming,memoization",algorithms
1138,Alphabet Board Path,alphabet-board-path,Medium,51.516958771811694,False,"hash-table,string",algorithms
1139,Largest 1-Bordered Square,largest-1-bordered-square,Medium,50.44993842947807,False,"array,dynamic-programming,matrix",algorithms
1140,Stone Game II,stone-game-ii,Medium,73.16452178461816,False,"array,math,dynamic-programming,prefix-sum,game-theory",algorithms
1141,User Activity for the Past 30 Days I,user-activity-for-the-past-30-days-i,Easy,49.185472999248184,False,database,database
1142,User Activity for the Past 30 Days II,user-activity-for-the-past-30-days-ii,Easy,35.73344900155831,True,database,database
1143,Longest Common Subsequence,longest-common-subsequence,Medium,57.814953779055124,False,"string,dynamic-programming",algorithms
1144,Decrease Elements To Make Array Zigzag,decrease-elements-to-make-array-zigzag,Medium,48.146277179881395,False,"array,greedy",algorithms
1145,Binary Tree Coloring Game,binary-tree-coloring-game,Medium,52.275836807687746,False,"tree,depth-first-search,binary-tree",algorithms
1146,Snapshot Array,snapshot-array,Medium,36.791696728379165,False,"array,hash-table,binary-search,design",algorithms
1147,Longest Chunked Palindrome Decomposition,longest-chunked-palindrome-decomposition,Hard,58.61206838299885,False,"two-pointers,string,dynamic-programming,greedy,rolling-hash,hash-function",algorithms
1148,Article Views I,article-views-i,Easy,76.80596006815279,False,database,database
1149,Article Views II,article-views-ii,Medium,47.07593588009242,True,database,database
1150,Check If a Number Is Majority Element in a Sorted Array,check-if-a-number-is-majority-element-in-a-sorted-array,Easy,59.043192203622,True,"array,binary-search",algorithms
1151,Minimum Swaps to Group All 1's Together,minimum-swaps-to-group-all-1s-together,Medium,60.34517439755401,True,"array,sliding-window",algorithms
1152,Analyze User Website Visit Pattern,analyze-user-website-visit-pattern,Medium,42.89745505335131,True,"array,hash-table,sorting",algorithms
1153,String Transforms Into Another String,string-transforms-into-another-string,Hard,34.864282693730836,True,"hash-table,string",algorithms
1154,Day of the Year,day-of-the-year,Easy,48.697105469027804,False,"math,string",algorithms
1155,Number of Dice Rolls With Target Sum,number-of-dice-rolls-with-target-sum,Medium,61.288953111764414,False,dynamic-programming,algorithms
1156,Swap For Longest Repeated Character Substring,swap-for-longest-repeated-character-substring,Medium,43.78373561462471,False,"hash-table,string,sliding-window",algorithms
1157,Online Majority Element In Subarray,online-majority-element-in-subarray,Hard,41.99500424168159,False,"array,binary-search,design,binary-indexed-tree,segment-tree",algorithms
1158,Market Analysis I,market-analysis-i,Medium,57.127745019295936,False,database,database
1159,Market Analysis II,market-analysis-ii,Hard,57.39883572341332,True,database,database
1160,Find Words That Can Be Formed by Characters,find-words-that-can-be-formed-by-characters,Easy,70.76119638378299,False,"array,hash-table,string,counting",algorithms
1161,Maximum Level Sum of a Binary Tree,maximum-level-sum-of-a-binary-tree,Medium,67.14995721824427,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1162,As Far from Land as Possible,as-far-from-land-as-possible,Medium,51.67500272175934,False,"array,dynamic-programming,breadth-first-search,matrix",algorithms
1163,Last Substring in Lexicographical Order,last-substring-in-lexicographical-order,Hard,34.53720732997265,False,"two-pointers,string",algorithms
1164,Product Price at a Given Date,product-price-at-a-given-date,Medium,56.90575247537273,False,database,database
1165,Single-Row Keyboard,single-row-keyboard,Easy,87.58323657546617,True,"hash-table,string",algorithms
1166,Design File System,design-file-system,Medium,63.507564543724406,True,"hash-table,string,design,trie",algorithms
1167,Minimum Cost to Connect Sticks,minimum-cost-to-connect-sticks,Medium,70.50978132034233,True,"array,greedy,heap-priority-queue",algorithms
1168,Optimize Water Distribution in a Village,optimize-water-distribution-in-a-village,Hard,64.88723229515446,True,"union-find,graph,heap-priority-queue,minimum-spanning-tree",algorithms
1169,Invalid Transactions,invalid-transactions,Medium,31.03263777421081,False,"array,hash-table,string,sorting",algorithms
1170,Compare Strings by Frequency of the Smallest Character,compare-strings-by-frequency-of-the-smallest-character,Medium,62.58150474886117,False,"array,hash-table,string,binary-search,sorting",algorithms
1171,Remove Zero Sum Consecutive Nodes from Linked List,remove-zero-sum-consecutive-nodes-from-linked-list,Medium,52.75634657580456,False,"hash-table,linked-list",algorithms
1172,Dinner Plate Stacks,dinner-plate-stacks,Hard,32.57762526652452,False,"hash-table,stack,design,heap-priority-queue",algorithms
1173,Immediate Food Delivery I,immediate-food-delivery-i,Easy,80.91989727035559,True,database,database
1174,Immediate Food Delivery II,immediate-food-delivery-ii,Medium,53.01121401717529,False,database,database
1175,Prime Arrangements,prime-arrangements,Easy,58.30808988379456,False,math,algorithms
1176,Diet Plan Performance,diet-plan-performance,Easy,53.72362044708458,True,"array,sliding-window",algorithms
1177,Can Make Palindrome from Substring,can-make-palindrome-from-substring,Medium,39.61259463816181,False,"array,hash-table,string,bit-manipulation,prefix-sum",algorithms
1178,Number of Valid Words for Each Puzzle,number-of-valid-words-for-each-puzzle,Hard,46.85955006874762,False,"array,hash-table,string,bit-manipulation,trie",algorithms
1179,Reformat Department Table,reformat-department-table,Easy,76.86891056659562,False,database,database
1180,Count Substrings with Only One Distinct Letter,count-substrings-with-only-one-distinct-letter,Easy,80.22159887798036,True,"math,string",algorithms
1181,Before and After Puzzle,before-and-after-puzzle,Medium,46.1683121767748,True,"array,hash-table,string,sorting",algorithms
1182,Shortest Distance to Target Color,shortest-distance-to-target-color,Medium,55.396479107959884,True,"array,binary-search,dynamic-programming",algorithms
1183,Maximum Number of Ones,maximum-number-of-ones,Hard,68.41152901641463,True,"greedy,heap-priority-queue",algorithms
1184,Distance Between Bus Stops,distance-between-bus-stops,Easy,54.26227737007887,False,array,algorithms
1185,Day of the Week,day-of-the-week,Easy,57.91382133301386,False,math,algorithms
1186,Maximum Subarray Sum with One Deletion,maximum-subarray-sum-with-one-deletion,Medium,44.463395742217145,False,"array,dynamic-programming",algorithms
1187,Make Array Strictly Increasing,make-array-strictly-increasing,Hard,58.02466752880774,False,"array,binary-search,dynamic-programming,sorting",algorithms
1188,Design Bounded Blocking Queue,design-bounded-blocking-queue,Medium,72.64724797684762,True,concurrency,concurrency
1189,Maximum Number of Balloons,maximum-number-of-balloons,Easy,59.69658075011567,False,"hash-table,string,counting",algorithms
1190,Reverse Substrings Between Each Pair of Parentheses,reverse-substrings-between-each-pair-of-parentheses,Medium,71.76820683476257,False,"string,stack",algorithms
1191,K-Concatenation Maximum Sum,k-concatenation-maximum-sum,Medium,23.985199414680686,False,"array,dynamic-programming",algorithms
1192,Critical Connections in a Network,critical-connections-in-a-network,Hard,56.84444195302427,False,"depth-first-search,graph,biconnected-component",algorithms
1193,Monthly Transactions I,monthly-transactions-i,Medium,58.27958527303147,False,database,database
1194,Tournament Winners,tournament-winners,Hard,49.30062067104435,True,database,database
1195,Fizz Buzz Multithreaded,fizz-buzz-multithreaded,Medium,73.12265710024587,False,concurrency,concurrency
1196,How Many Apples Can You Put into the Basket,how-many-apples-can-you-put-into-the-basket,Easy,67.01992369648157,True,"array,greedy,sorting",algorithms
1197,Minimum Knight Moves,minimum-knight-moves,Medium,40.95937597719008,True,breadth-first-search,algorithms
1198,Find Smallest Common Element in All Rows,find-smallest-common-element-in-all-rows,Medium,76.46278772797224,True,"array,hash-table,binary-search,matrix,counting",algorithms
1199,Minimum Time to Build Blocks,minimum-time-to-build-blocks,Hard,45.90342573043656,True,"array,math,greedy,heap-priority-queue",algorithms
1200,Minimum Absolute Difference,minimum-absolute-difference,Easy,69.94742750295453,False,"array,sorting",algorithms
1201,Ugly Number III,ugly-number-iii,Medium,29.999489239989103,False,"math,binary-search,combinatorics,number-theory",algorithms
1202,Smallest String With Swaps,smallest-string-with-swaps,Medium,58.80027188220991,False,"array,hash-table,string,depth-first-search,breadth-first-search,union-find,sorting",algorithms
1203,Sort Items by Groups Respecting Dependencies,sort-items-by-groups-respecting-dependencies,Hard,65.95732330268412,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
1204,Last Person to Fit in the Bus,last-person-to-fit-in-the-bus,Medium,67.99627490868565,False,database,database
1205,Monthly Transactions II,monthly-transactions-ii,Medium,41.764035580046595,True,database,database
1206,Design Skiplist,design-skiplist,Hard,61.707311247521915,False,"linked-list,design",algorithms
1207,Unique Number of Occurrences,unique-number-of-occurrences,Easy,77.72015538024108,False,"array,hash-table",algorithms
1208,Get Equal Substrings Within Budget,get-equal-substrings-within-budget,Medium,58.456753092284806,False,"string,binary-search,sliding-window,prefix-sum",algorithms
1209,Remove All Adjacent Duplicates in String II,remove-all-adjacent-duplicates-in-string-ii,Medium,58.67068743952202,False,"string,stack",algorithms
1210,Minimum Moves to Reach Target with Rotations,minimum-moves-to-reach-target-with-rotations,Hard,50.23996928393165,False,"array,breadth-first-search,matrix",algorithms
1211,Queries Quality and Percentage,queries-quality-and-percentage,Easy,43.6552677720571,False,database,database
1212,Team Scores in Football Tournament,team-scores-in-football-tournament,Medium,55.613780222060804,True,database,database
1213,Intersection of Three Sorted Arrays,intersection-of-three-sorted-arrays,Easy,80.14505817350226,True,"array,hash-table,binary-search,counting",algorithms
1214,Two Sum BSTs,two-sum-bsts,Medium,67.23618748363445,True,"two-pointers,binary-search,stack,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
1215,Stepping Numbers,stepping-numbers,Medium,47.49018309126177,True,"math,backtracking,breadth-first-search",algorithms
1216,Valid Palindrome III,valid-palindrome-iii,Hard,49.198973704240224,True,"string,dynamic-programming",algorithms
1217,Minimum Cost to Move Chips to The Same Position,minimum-cost-to-move-chips-to-the-same-position,Easy,71.88908576579938,False,"array,math,greedy",algorithms
1218,Longest Arithmetic Subsequence of Given Difference,longest-arithmetic-subsequence-of-given-difference,Medium,54.505357605783914,False,"array,hash-table,dynamic-programming",algorithms
1219,Path with Maximum Gold,path-with-maximum-gold,Medium,68.04785667047436,False,"array,backtracking,matrix",algorithms
1220,Count Vowels Permutation,count-vowels-permutation,Hard,61.664798828453684,False,dynamic-programming,algorithms
1221,Split a String in Balanced Strings,split-a-string-in-balanced-strings,Easy,86.46844595953715,False,"string,greedy,counting",algorithms
1222,Queens That Can Attack the King,queens-that-can-attack-the-king,Medium,71.98134751433271,False,"array,matrix,simulation",algorithms
1223,Dice Roll Simulation,dice-roll-simulation,Hard,49.61919504643963,False,"array,dynamic-programming",algorithms
1224,Maximum Equal Frequency,maximum-equal-frequency,Hard,37.29574882548413,False,"array,hash-table",algorithms
1225,Report Contiguous Dates,report-contiguous-dates,Hard,56.93297610681658,True,database,database
1226,The Dining Philosophers,the-dining-philosophers,Medium,54.456820524567625,False,concurrency,concurrency
1227,Airplane Seat Assignment Probability,airplane-seat-assignment-probability,Medium,66.59148453188207,False,"math,dynamic-programming,brainteaser,probability-and-statistics",algorithms
1228,Missing Number In Arithmetic Progression,missing-number-in-arithmetic-progression,Easy,52.02357207615593,True,"array,math",algorithms
1229,Meeting Scheduler,meeting-scheduler,Medium,55.25827181007408,True,"array,two-pointers,sorting",algorithms
1230,Toss Strange Coins,toss-strange-coins,Medium,58.17081371889711,True,"array,math,dynamic-programming,probability-and-statistics",algorithms
1231,Divide Chocolate,divide-chocolate,Hard,59.14331956130563,True,"array,binary-search",algorithms
1232,Check If It Is a Straight Line,check-if-it-is-a-straight-line,Easy,39.56687890659742,False,"array,math,geometry",algorithms
1233,Remove Sub-Folders from the Filesystem,remove-sub-folders-from-the-filesystem,Medium,75.5963276375938,False,"array,string,depth-first-search,trie",algorithms
1234,Replace the Substring for Balanced String,replace-the-substring-for-balanced-string,Medium,38.76991462933345,False,"string,sliding-window",algorithms
1235,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling,Hard,54.29812069873925,False,"array,binary-search,dynamic-programming,sorting",algorithms
1236,Web Crawler,web-crawler,Medium,68.16414107549953,True,"string,depth-first-search,breadth-first-search,interactive",algorithms
1237,Find Positive Integer Solution for a Given Equation,find-positive-integer-solution-for-a-given-equation,Medium,69.73800957478964,False,"math,two-pointers,binary-search,interactive",algorithms
1238,Circular Permutation in Binary Representation,circular-permutation-in-binary-representation,Medium,71.0665902085872,False,"math,backtracking,bit-manipulation",algorithms
1239,Maximum Length of a Concatenated String with Unique Characters,maximum-length-of-a-concatenated-string-with-unique-characters,Medium,54.143365067313034,False,"array,string,backtracking,bit-manipulation",algorithms
1240,Tiling a Rectangle with the Fewest Squares,tiling-a-rectangle-with-the-fewest-squares,Hard,54.3020279582595,False,backtracking,algorithms
1241,Number of Comments per Post,number-of-comments-per-post,Easy,66.03961452295437,True,database,database
1242,Web Crawler Multithreaded,web-crawler-multithreaded,Medium,49.53991880920162,True,"depth-first-search,breadth-first-search,concurrency",concurrency
1243,Array Transformation,array-transformation,Easy,52.643498923293976,True,"array,simulation",algorithms
1244,Design A Leaderboard,design-a-leaderboard,Medium,67.8754889692048,True,"hash-table,design,sorting",algorithms
1245,Tree Diameter,tree-diameter,Medium,61.09390994452097,True,"tree,depth-first-search,breadth-first-search,graph,topological-sort",algorithms
1246,Palindrome Removal,palindrome-removal,Hard,46.36109605038162,True,"array,dynamic-programming",algorithms
1247,Minimum Swaps to Make Strings Equal,minimum-swaps-to-make-strings-equal,Medium,64.40622780014208,False,"math,string,greedy",algorithms
1248,Count Number of Nice Subarrays,count-number-of-nice-subarrays,Medium,71.82427560942341,False,"array,hash-table,math,sliding-window,prefix-sum",algorithms
1249,Minimum Remove to Make Valid Parentheses,minimum-remove-to-make-valid-parentheses,Medium,69.74950166892711,False,"string,stack",algorithms
1250,Check If It Is a Good Array,check-if-it-is-a-good-array,Hard,60.56347636264411,False,"array,math,number-theory",algorithms
1251,Average Selling Price,average-selling-price,Easy,37.129570451283314,False,database,database
1252,Cells with Odd Values in a Matrix,cells-with-odd-values-in-a-matrix,Easy,78.94505067512871,False,"array,math,simulation",algorithms
1253,Reconstruct a 2-Row Binary Matrix,reconstruct-a-2-row-binary-matrix,Medium,47.069834413246944,False,"array,greedy,matrix",algorithms
1254,Number of Closed Islands,number-of-closed-islands,Medium,66.51355075792374,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
1255,Maximum Score Words Formed by Letters,maximum-score-words-formed-by-letters,Hard,81.87882764654418,False,"array,string,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
1256,Encode Number,encode-number,Medium,69.99650410767349,True,"math,string,bit-manipulation",algorithms
1257,Smallest Common Region,smallest-common-region,Medium,67.96731446853586,True,"array,hash-table,string,tree,depth-first-search,breadth-first-search",algorithms
1258,Synonymous Sentences,synonymous-sentences,Medium,56.47851113689622,True,"array,hash-table,string,backtracking,union-find",algorithms
1259,Handshakes That Don't Cross,handshakes-that-dont-cross,Hard,59.75532485256129,True,"math,dynamic-programming",algorithms
1260,Shift 2D Grid,shift-2d-grid,Easy,67.45896416760218,False,"array,matrix,simulation",algorithms
1261,Find Elements in a Contaminated Binary Tree,find-elements-in-a-contaminated-binary-tree,Medium,77.67159090909091,False,"hash-table,tree,depth-first-search,breadth-first-search,design,binary-tree",algorithms
1262,Greatest Sum Divisible by Three,greatest-sum-divisible-by-three,Medium,50.60898960385948,False,"array,dynamic-programming,greedy,sorting",algorithms
1263,Minimum Moves to Move a Box to Their Target Location,minimum-moves-to-move-a-box-to-their-target-location,Hard,49.13168584969533,False,"array,breadth-first-search,heap-priority-queue,matrix",algorithms
1264,Page Recommendations,page-recommendations,Medium,65.26860712197488,True,database,database
1265,Print Immutable Linked List in Reverse,print-immutable-linked-list-in-reverse,Medium,94.0398890421361,True,"linked-list,two-pointers,stack,recursion",algorithms
1266,Minimum Time Visiting All Points,minimum-time-visiting-all-points,Easy,82.39439748720876,False,"array,math,geometry",algorithms
1267,Count Servers that Communicate,count-servers-that-communicate,Medium,60.847480672856534,False,"array,depth-first-search,breadth-first-search,union-find,matrix,counting",algorithms
1268,Search Suggestions System,search-suggestions-system,Medium,65.06453241312799,False,"array,string,binary-search,trie,sorting,heap-priority-queue",algorithms
1269,Number of Ways to Stay in the Same Place After Some Steps,number-of-ways-to-stay-in-the-same-place-after-some-steps,Hard,50.22742453640383,False,dynamic-programming,algorithms
1270,All People Report to the Given Manager,all-people-report-to-the-given-manager,Medium,84.4411485182732,True,database,database
1271,Hexspeak,hexspeak,Easy,58.21792007942418,True,"math,string",algorithms
1272,Remove Interval,remove-interval,Medium,66.41489640702859,True,array,algorithms
1273,Delete Tree Nodes,delete-tree-nodes,Medium,61.229885057471265,True,"array,tree,depth-first-search,breadth-first-search",algorithms
1274,Number of Ships in a Rectangle,number-of-ships-in-a-rectangle,Hard,68.6796621481669,True,"array,divide-and-conquer,interactive",algorithms
1275,Find Winner on a Tic Tac Toe Game,find-winner-on-a-tic-tac-toe-game,Easy,53.94792602182644,False,"array,hash-table,matrix,simulation",algorithms
1276,Number of Burgers with No Waste of Ingredients,number-of-burgers-with-no-waste-of-ingredients,Medium,50.915577560158724,False,math,algorithms
1277,Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,Medium,78.40696024602856,False,"array,dynamic-programming,matrix",algorithms
1278,Palindrome Partitioning III,palindrome-partitioning-iii,Hard,61.2393153957005,False,"string,dynamic-programming",algorithms
1279,Traffic Light Controlled Intersection,traffic-light-controlled-intersection,Easy,72.7294029431062,True,concurrency,concurrency
1280,Students and Examinations,students-and-examinations,Easy,59.591965714680995,False,database,database
1281,Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer,Easy,86.60740707017823,False,math,algorithms
1282,Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,Medium,87.39337172349526,False,"array,hash-table,greedy",algorithms
1283,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,Medium,61.80960754536008,False,"array,binary-search",algorithms
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,Hard,72.35144259646653,False,"array,hash-table,bit-manipulation,breadth-first-search,matrix",algorithms
1285,Find the Start and End Number of Continuous Ranges,find-the-start-and-end-number-of-continuous-ranges,Medium,82.05347760090297,True,database,database
1286,Iterator for Combination,iterator-for-combination,Medium,73.36982366242563,False,"string,backtracking,design,iterator",algorithms
1287,Element Appearing More Than 25% In Sorted Array,element-appearing-more-than-25-in-sorted-array,Easy,60.99781943164715,False,array,algorithms
1288,Remove Covered Intervals,remove-covered-intervals,Medium,56.18880341500289,False,"array,sorting",algorithms
1289,Minimum Falling Path Sum II,minimum-falling-path-sum-ii,Hard,64.2593058677521,False,"array,dynamic-programming,matrix",algorithms
1290,Convert Binary Number in a Linked List to Integer,convert-binary-number-in-a-linked-list-to-integer,Easy,81.15779843233592,False,"linked-list,math",algorithms
1291,Sequential Digits,sequential-digits,Medium,65.29374716212851,False,enumeration,algorithms
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,Medium,53.7471943117967,False,"array,binary-search,matrix,prefix-sum",algorithms
1293,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,Hard,45.36174197131032,False,"array,breadth-first-search,matrix",algorithms
1294,Weather Type in Each Country,weather-type-in-each-country,Easy,66.82043258762238,True,database,database
1295,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,Easy,77.54832447033004,False,"array,math",algorithms
1296,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,Medium,58.49938122324784,False,"array,hash-table,greedy,sorting",algorithms
1297,Maximum Number of Occurrences of a Substring,maximum-number-of-occurrences-of-a-substring,Medium,52.47826499866179,False,"hash-table,string,sliding-window",algorithms
